CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
A91	A91X	DEFAULT	3	Dengue haemorrhagic fever							
A92	A92	DEFAULT	3	Other mosquito-borne viral fevers							
A92.0	A920	DEFAULT	3	Chikungunya virus disease							
A92.1	A921	DEFAULT	3	O'nyong-nyong fever							
A92.2	A922	DEFAULT	3	Venezuelan equine fever							
A92.3	A923	DEFAULT	3	West Nile virus infection							
A92.4	A924	DEFAULT	3	Rift Valley fever							
A92.8	A928	DEFAULT	3	Other specified mosquito-borne viral fevers							
A92.9	A929	DEFAULT	3	Mosquito-borne viral fever, unspecified							
A93	A93	DEFAULT	3	Other arthropod-borne viral fevers, not elsewhere classified							
A93.0	A930	DEFAULT	3	Oropouche virus disease							
A93.1	A931	DEFAULT	3	Sandfly fever							
A93.2	A932	DEFAULT	3	Colorado tick fever							
A93.8	A938	DEFAULT	3	Other specified arthropod-borne viral fevers							
A94	A94X	DEFAULT	3	Unspecified arthropod-borne viral fever							
A95	A95	DEFAULT	3	Yellow fever							
A95.0	A950	DEFAULT	3	Sylvatic yellow fever							
A95.1	A951	DEFAULT	3	Urban yellow fever							
A95.9	A959	DEFAULT	3	Yellow fever, unspecified							
A96	A96	DEFAULT	3	Arenaviral haemorrhagic fever							
A96.0	A960	DEFAULT	3	Junin haemorrhagic fever							
A96.1	A961	DEFAULT	3	Machupo haemorrhagic fever							
A96.2	A962	DEFAULT	3	Lassa fever							
A96.8	A968	DEFAULT	3	Other arenaviral haemorrhagic fevers							
A96.9	A969	DEFAULT	3	Arenaviral haemorrhagic fever, unspecified							
A98	A98	DEFAULT	3	Other viral haemorrhagic fevers, not elsewhere classified							
A98.0	A980	DEFAULT	3	Crimean-Congo haemorrhagic fever							
A98.1	A981	DEFAULT	3	Omsk haemorrhagic fever							
A98.2	A982	DEFAULT	3	Kyasanur Forest disease							
A98.3	A983	DEFAULT	3	Marburg virus disease							
A98.4	A984	DEFAULT	3	Ebola virus disease							
A98.5	A985	DEFAULT	3	Haemorrhagic fever with renal syndrome							
A98.8	A988	DEFAULT	3	Other specified viral haemorrhagic fevers							
A99	A99X	DEFAULT	3	Unspecified viral haemorrhagic fever							
B00	B00	DEFAULT	3	Herpesviral [herpes simplex] infections							
B00.0	B000	DEFAULT	3	Eczema herpeticum							
B00.1	B001	DEFAULT	3	Herpesviral vesicular dermatitis							
B00.2	B002	DEFAULT	3	Herpesviral gingivostomatitis and pharyngotonsillitis							
B00.3	B003	DAGGER	1	Herpesviral meningitis			G02.0				
B00.4	B004	DAGGER	1	Herpesviral encephalitis			G05.1				
B00.5	B005	DEFAULT	3	Herpesviral ocular disease							
B00.7	B007	DEFAULT	3	Disseminated herpesviral disease							
B00.8	B008	DEFAULT	3	Other forms of herpesviral infection							
B00.9	B009	DEFAULT	3	Herpesviral infection, unspecified							
B01	B01	DEFAULT	3	Varicella [chickenpox]							
B01.0	B010	DAGGER	1	Varicella meningitis			G02.0				
B01.1	B011	DAGGER	1	Varicella encephalitis			G05.1				
B01.2	B012	DAGGER	1	Varicella pneumonia			J17.1				
B01.8	B018	DEFAULT	3	Varicella with other complications							
B01.9	B019	DEFAULT	3	Varicella without complication							
B02	B02	DEFAULT	3	Zoster [herpes zoster]							
B02.0	B020	DAGGER	1	Zoster encephalitis			G05.1				
B02.1	B021	DAGGER	1	Zoster meningitis			G02.0				
B02.2	B022	DAGGER	4	Zoster with other nervous system involvement							
B02.3	B023	DEFAULT	3	Zoster ocular disease							
B02.7	B027	DEFAULT	3	Disseminated zoster							
B02.8	B028	DEFAULT	3	Zoster with other complications							
B02.9	B029	DEFAULT	3	Zoster without complication							
B03	B03X	DEFAULT	3	Smallpox							
B04	B04X	DEFAULT	3	Monkeypox							
B05	B05	DEFAULT	3	Measles							
B05.0	B050	DAGGER	1	Measles complicated by encephalitis			G05.1				
B05.1	B051	DAGGER	1	Measles complicated by meningitis			G02.0				
B05.2	B052	DAGGER	1	Measles complicated by pneumonia			J17.1				
B05.3	B053	DAGGER	1	Measles complicated by otitis media			H67.1				
B05.4	B054	DEFAULT	3	Measles with intestinal complications							
B05.8	B058	DEFAULT	3	Measles with other complications							
B05.9	B059	DEFAULT	3	Measles without complication							
B06	B06	DEFAULT	3	Rubella [German measles]							
B06.0	B060	DAGGER	4	Rubella with neurological complications							
B06.8	B068	DEFAULT	3	Rubella with other complications							
B06.9	B069	DEFAULT	3	Rubella without complication							
B07	B07X	DEFAULT	3	Viral warts							
B08	B08	DEFAULT	3	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified							
B08.0	B080	DEFAULT	3	Other orthopoxvirus infections							
B08.1	B081	DEFAULT	3	Molluscum contagiosum							
B08.2	B082	DEFAULT	3	Exanthema subitum [sixth disease]							
B08.3	B083	DEFAULT	3	Erythema infectiosum [fifth disease]							
B08.4	B084	DEFAULT	3	Enteroviral vesicular stomatitis with exanthem							
B08.5	B085	DEFAULT	3	Enteroviral vesicular pharyngitis							
B08.8	B088	DEFAULT	3	Other specified viral infections characterized by skin and mucous membrane lesions							
B09	B09X	DEFAULT	3	Unspecified viral infection characterized by skin and mucous membrane lesions							
B15	B15	DEFAULT	3	Acute hepatitis A							
B15.0	B150	DEFAULT	3	Hepatitis A with hepatic coma							
B15.9	B159	DEFAULT	3	Hepatitis A without hepatic coma							
B16	B16	DEFAULT	3	Acute hepatitis B							
B16.0	B160	DEFAULT	3	Acute hepatitis B with delta-agent (coinfection) with hepatic coma							
B16.1	B161	DEFAULT	3	Acute hepatitis B with delta-agent (coinfection) without hepatic coma							
B16.2	B162	DEFAULT	3	Acute hepatitis B without delta-agent with hepatic coma							
B16.9	B169	DEFAULT	3	Acute hepatitis B without delta-agent and without hepatic coma							
B17	B17	DEFAULT	3	Other acute viral hepatitis							
B17.0	B170	DEFAULT	3	Acute delta-(super)infection of hepatitis B carrier							
B17.1	B171	DEFAULT	3	Acute hepatitis C							
B17.2	B172	DEFAULT	3	Acute hepatitis E							
B17.8	B178	DEFAULT	3	Other specified acute viral hepatitis							
B17.9	B179	DEFAULT	3	Acute viral hepatitis, unspecified							
B18	B18	DEFAULT	3	Chronic viral hepatitis							
B18.0	B180	DEFAULT	3	Chronic viral hepatitis B with delta-agent							
B18.1	B181	DEFAULT	3	Chronic viral hepatitis B without delta-agent							
B18.2	B182	DEFAULT	3	Chronic viral hepatitis C							
B18.8	B188	DEFAULT	3	Other chronic viral hepatitis							
B18.9	B189	DEFAULT	3	Chronic viral hepatitis, unspecified							
B19	B19	DEFAULT	3	Unspecified viral hepatitis							
B19.0	B190	DEFAULT	3	Unspecified viral hepatitis with hepatic coma							
B19.9	B199	DEFAULT	3	Unspecified viral hepatitis without hepatic coma							
B20	B20	DEFAULT	3	Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases							
B20.0	B200	DEFAULT	3	HIV disease resulting in mycobacterial infection							
B20.1	B201	DEFAULT	3	HIV disease resulting in other bacterial infections							
B20.2	B202	DEFAULT	3	HIV disease resulting in cytomegaloviral disease							
B20.3	B203	DEFAULT	3	HIV disease resulting in other viral infections							
B20.4	B204	DEFAULT	3	HIV disease resulting in candidiasis							
B20.5	B205	DEFAULT	3	HIV disease resulting in other mycoses							
B20.6	B206	DEFAULT	3	HIV disease resulting in Pneumocystis jirovecii pneumonia							
B20.7	B207	DEFAULT	3	HIV disease resulting in multiple infections							
B20.8	B208	DEFAULT	3	HIV disease resulting in other infectious and parasitic diseases							
B20.9	B209	DEFAULT	3	HIV disease resulting in unspecified infectious or parasitic disease							
B21	B21	DEFAULT	3	Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms							
B21.0	B210	DEFAULT	3	HIV disease resulting in Kaposi sarcoma							
B21.1	B211	DEFAULT	3	HIV disease resulting in Burkitt lymphoma							
B21.2	B212	DEFAULT	3	HIV disease resulting in other types of non-Hodgkin lymphoma							
B21.3	B213	DEFAULT	3	HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue							
B21.7	B217	DEFAULT	3	HIV disease resulting in multiple malignant neoplasms							
B21.8	B218	DEFAULT	3	HIV disease resulting in other malignant neoplasms							
B21.9	B219	DEFAULT	3	HIV disease resulting in unspecified malignant neoplasm							
B22	B22	DEFAULT	3	Human immunodeficiency virus [HIV] disease resulting in other specified diseases							
B22.0	B220	DEFAULT	3	HIV disease resulting in encephalopathy							
B22.1	B221	DEFAULT	3	HIV disease resulting in lymphoid interstitial pneumonitis							
B22.2	B222	DEFAULT	3	HIV disease resulting in wasting syndrome							
B22.7	B227	DEFAULT	3	HIV disease resulting in multiple diseases classified elsewhere							
B23	B23	DEFAULT	3	Human immunodeficiency virus [HIV] disease resulting in other conditions							
B23.0	B230	DEFAULT	3	Acute HIV infection syndrome							
B23.1	B231	DEFAULT	3	HIV disease resulting in (persistent) generalized lymphadenopathy							
B23.2	B232	DEFAULT	3	HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified							
B23.8	B238	DEFAULT	3	HIV disease resulting in other specified conditions							
B24	B24X	DEFAULT	3	Unspecified human immunodeficiency virus [HIV] disease							
B25	B25	DEFAULT	3	Cytomegaloviral disease							
B25.0	B250	DAGGER	1	Cytomegaloviral pneumonitis			J17.1				
B25.1	B251	DAGGER	1	Cytomegaloviral hepatitis			K77.0				
B25.2	B252	DAGGER	1	Cytomegaloviral pancreatitis			K87.1				
B25.8	B258	DEFAULT	3	Other cytomegaloviral diseases							
B25.9	B259	DEFAULT	3	Cytomegaloviral disease, unspecified							
B26	B26	DEFAULT	3	Mumps							
B26.0	B260	DAGGER	1	Mumps orchitis			N51.1	2			
B26.1	B261	DAGGER	1	Mumps meningitis			G02.0				
B26.2	B262	DAGGER	1	Mumps encephalitis			G05.1				
B26.3	B263	DAGGER	1	Mumps pancreatitis			K87.1				
B26.8	B268	DEFAULT	3	Mumps with other complications							
B26.9	B269	DEFAULT	3	Mumps without complication							
B27	B27	DEFAULT	3	Infectious mononucleosis							
B27.0	B270	DEFAULT	3	Gammaherpesviral mononucleosis							
B27.1	B271	DEFAULT	3	Cytomegaloviral mononucleosis							
B27.8	B278	DEFAULT	3	Other infectious mononucleosis							
B27.9	B279	DEFAULT	3	Infectious mononucleosis, unspecified							
B30	B30	DEFAULT	3	Viral conjunctivitis							
B30.0	B300	DAGGER	1	Keratoconjunctivitis due to adenovirus			H19.2				
B30.1	B301	DAGGER	1	Conjunctivitis due to adenovirus			H13.1				
B30.2	B302	DEFAULT	3	Viral pharyngoconjunctivitis							
B30.3	B303	DAGGER	1	Acute epidemic haemorrhagic conjunctivitis (enteroviral)			H13.1				
B30.8	B308	DAGGER	1	Other viral conjunctivitis			H13.1				
B30.9	B309	DEFAULT	3	Viral conjunctivitis, unspecified							
B33	B33	DEFAULT	3	Other viral diseases, not elsewhere classified							
B33.0	B330	DEFAULT	3	Epidemic myalgia							
B33.1	B331	DEFAULT	3	Ross River disease							
B33.2	B332	DEFAULT	3	Viral carditis							
B33.3	B333	DEFAULT	3	Retrovirus infections, not elsewhere classified							
B33.4	B334	DAGGER	1	Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]			J17.1				
B33.8	B338	DEFAULT	3	Other specified viral diseases							
B34	B34	DEFAULT	3	Viral infection of unspecified site							
B34.0	B340	DEFAULT	3	Adenovirus infection, unspecified site							
B34.1	B341	DEFAULT	3	Enterovirus infection, unspecified site							
B34.2	B342	DEFAULT	3	Coronavirus infection, unspecified site							
B34.3	B343	DEFAULT	3	Parvovirus infection, unspecified site							
B34.4	B344	DEFAULT	3	Papovavirus infection, unspecified site							
B34.8	B348	DEFAULT	3	Other viral infections of unspecified site							
B34.9	B349	DEFAULT	3	Viral infection, unspecified							
B35	B35	DEFAULT	3	Dermatophytosis							
B35.0	B350	DEFAULT	3	Tinea barbae and tinea capitis							
B35.1	B351	DEFAULT	3	Tinea unguium							
B35.2	B352	DEFAULT	3	Tinea manuum							
B35.3	B353	DEFAULT	3	Tinea pedis							
B35.4	B354	DEFAULT	3	Tinea corporis							
B35.5	B355	DEFAULT	3	Tinea imbricata							
B35.6	B356	DEFAULT	3	Tinea cruris							
B35.8	B358	DEFAULT	3	Other dermatophytoses							
B35.9	B359	DEFAULT	3	Dermatophytosis, unspecified							
B36	B36	DEFAULT	3	Other superficial mycoses							
B36.0	B360	DEFAULT	3	Pityriasis versicolor							
B36.1	B361	DEFAULT	3	Tinea nigra							
B36.2	B362	DEFAULT	3	White piedra							
B36.3	B363	DEFAULT	3	Black piedra							
B36.8	B368	DEFAULT	3	Other specified superficial mycoses							
B36.9	B369	DEFAULT	3	Superficial mycosis, unspecified							
B37	B37	DEFAULT	3	Candidiasis							
B37.0	B370	DEFAULT	3	Candidal stomatitis							
B37.1	B371	DEFAULT	3	Pulmonary candidiasis							
B37.2	B372	DEFAULT	3	Candidiasis of skin and nail							
B37.3	B373	DAGGER	1	Candidiasis of vulva and vagina			N77.1	1			
B37.4	B374	DEFAULT	3	Candidiasis of other urogenital sites							
B37.5	B375	DAGGER	1	Candidal meningitis			G02.1				
B37.6	B376	DAGGER	1	Candidal endocarditis			I39.8				
B37.7	B377	DEFAULT	3	Candidal sepsis							
B37.8	B378	DEFAULT	3	Candidiasis of other sites							
B37.9	B379	DEFAULT	3	Candidiasis, unspecified							
B38	B38	DEFAULT	3	Coccidioidomycosis							
B38.0	B380	DEFAULT	3	Acute pulmonary coccidioidomycosis							
B38.1	B381	DEFAULT	3	Chronic pulmonary coccidioidomycosis							
B38.2	B382	DEFAULT	3	Pulmonary coccidioidomycosis, unspecified							
B38.3	B383	DEFAULT	3	Cutaneous coccidioidomycosis							
B38.4	B384	DAGGER	1	Coccidioidomycosis meningitis			G02.1				
B38.7	B387	DEFAULT	3	Disseminated coccidioidomycosis							
B38.8	B388	DEFAULT	3	Other forms of coccidioidomycosis							
B38.9	B389	DEFAULT	3	Coccidioidomycosis, unspecified							
B39	B39	DEFAULT	3	Histoplasmosis							
B39.0	B390	DEFAULT	3	Acute pulmonary histoplasmosis capsulati							
B39.1	B391	DEFAULT	3	Chronic pulmonary histoplasmosis capsulati							
B39.2	B392	DEFAULT	3	Pulmonary histoplasmosis capsulati, unspecified							
B39.3	B393	DEFAULT	3	Disseminated histoplasmosis capsulati							
B39.4	B394	DEFAULT	3	Histoplasmosis capsulati, unspecified							
B39.5	B395	DEFAULT	3	Histoplasmosis duboisii							
B39.9	B399	DEFAULT	3	Histoplasmosis, unspecified							
B40	B40	DEFAULT	3	Blastomycosis							
B40.0	B400	DEFAULT	3	Acute pulmonary blastomycosis							
B40.1	B401	DEFAULT	3	Chronic pulmonary blastomycosis							
B40.2	B402	DEFAULT	3	Pulmonary blastomycosis, unspecified							
B40.3	B403	DEFAULT	3	Cutaneous blastomycosis							
B40.7	B407	DEFAULT	3	Disseminated blastomycosis							
B40.8	B408	DEFAULT	3	Other forms of blastomycosis							
B40.9	B409	DEFAULT	3	Blastomycosis, unspecified							
B41	B41	DEFAULT	3	Paracoccidioidomycosis							
B41.0	B410	DEFAULT	3	Pulmonary paracoccidioidomycosis							
B41.7	B417	DEFAULT	3	Disseminated paracoccidioidomycosis							
B41.8	B418	DEFAULT	3	Other forms of paracoccidioidomycosis							
B41.9	B419	DEFAULT	3	Paracoccidioidomycosis, unspecified							
B42	B42	DEFAULT	3	Sporotrichosis							
B42.0	B420	DAGGER	1	Pulmonary sporotrichosis			J99.8				
B42.1	B421	DEFAULT	3	Lymphocutaneous sporotrichosis							
B42.7	B427	DEFAULT	3	Disseminated sporotrichosis							
B42.8	B428	DEFAULT	3	Other forms of sporotrichosis							
B42.9	B429	DEFAULT	3	Sporotrichosis, unspecified							
B43	B43	DEFAULT	3	Chromomycosis and phaeomycotic abscess							
B43.0	B430	DEFAULT	3	Cutaneous chromomycosis							
B43.1	B431	DEFAULT	3	Phaeomycotic brain abscess							
B43.2	B432	DEFAULT	3	Subcutaneous phaeomycotic abscess and cyst							
B43.8	B438	DEFAULT	3	Other forms of chromomycosis							
B43.9	B439	DEFAULT	3	Chromomycosis, unspecified							
B44	B44	DEFAULT	3	Aspergillosis							
B44.0	B440	DEFAULT	3	Invasive pulmonary aspergillosis							
B44.1	B441	DEFAULT	3	Other pulmonary aspergillosis							
B44.2	B442	DEFAULT	3	Tonsillar aspergillosis							
B44.7	B447	DEFAULT	3	Disseminated aspergillosis							
B44.8	B448	DEFAULT	3	Other forms of aspergillosis							
B44.9	B449	DEFAULT	3	Aspergillosis, unspecified							
B45	B45	DEFAULT	3	Cryptococcosis							
B45.0	B450	DEFAULT	3	Pulmonary cryptococcosis							
B45.1	B451	DEFAULT	3	Cerebral cryptococcosis							
B45.2	B452	DEFAULT	3	Cutaneous cryptococcosis							
B45.3	B453	DEFAULT	3	Osseous cryptococcosis							
B45.7	B457	DEFAULT	3	Disseminated cryptococcosis							
B45.8	B458	DEFAULT	3	Other forms of cryptococcosis							
B45.9	B459	DEFAULT	3	Cryptococcosis, unspecified							
B46	B46	DEFAULT	3	Zygomycosis							
B46.0	B460	DEFAULT	3	Pulmonary mucormycosis							
B46.1	B461	DEFAULT	3	Rhinocerebral mucormycosis							
B46.2	B462	DEFAULT	3	Gastrointestinal mucormycosis							
B46.3	B463	DEFAULT	3	Cutaneous mucormycosis							
B46.4	B464	DEFAULT	3	Disseminated mucormycosis							
B46.5	B465	DEFAULT	3	Mucormycosis, unspecified							
B46.8	B468	DEFAULT	3	Other zygomycoses							
B46.9	B469	DEFAULT	3	Zygomycosis, unspecified							
B47	B47	DEFAULT	3	Mycetoma							
B47.0	B470	DEFAULT	3	Eumycetoma							
B47.1	B471	DEFAULT	3	Actinomycetoma							
B47.9	B479	DEFAULT	3	Mycetoma, unspecified							
B48	B48	DEFAULT	3	Other mycoses, not elsewhere classified							
B48.0	B480	DEFAULT	3	Lobomycosis							
B48.1	B481	DEFAULT	3	Rhinosporidiosis							
B48.2	B482	DEFAULT	3	Allescheriasis							
B48.3	B483	DEFAULT	3	Geotrichosis							
B48.4	B484	DEFAULT	3	Penicillosis							
B48.7	B487	DEFAULT	3	Opportunistic mycoses							
B48.8	B488	DEFAULT	3	Other specified mycoses							
B49	B49X	DEFAULT	3	Unspecified mycosis							
B50	B50	DEFAULT	3	Plasmodium falciparum malaria							
B50.0	B500	DEFAULT	3	Plasmodium falciparum malaria with cerebral complications							
B50.8	B508	DEFAULT	3	Other severe and complicated Plasmodium falciparum malaria							
B50.9	B509	DEFAULT	3	Plasmodium falciparum malaria, unspecified							
B51	B51	DEFAULT	3	Plasmodium vivax malaria							
B51.0	B510	DEFAULT	3	Plasmodium vivax malaria with rupture of spleen							
B51.8	B518	DEFAULT	3	Plasmodium vivax malaria with other complications							
B51.9	B519	DEFAULT	3	Plasmodium vivax malaria without complication							
B52	B52	DEFAULT	3	Plasmodium malariae malaria							
B52.0	B520	DEFAULT	3	Plasmodium malariae malaria with nephropathy							
B52.8	B528	DEFAULT	3	Plasmodium malariae malaria with other complications							
B52.9	B529	DEFAULT	3	Plasmodium malariae malaria without complication							
B53	B53	DEFAULT	3	Other parasitologically confirmed malaria							
B53.0	B530	DEFAULT	3	Plasmodium ovale malaria							
B53.1	B531	DEFAULT	3	Malaria due to simian plasmodia							
B53.8	B538	DEFAULT	3	Other parasitologically confirmed malaria, not elsewhere classified							
B54	B54X	DEFAULT	3	Unspecified malaria							
B55	B55	DEFAULT	3	Leishmaniasis							
B55.0	B550	DEFAULT	3	Visceral leishmaniasis							
B55.1	B551	DEFAULT	3	Cutaneous leishmaniasis							
B55.2	B552	DEFAULT	3	Mucocutaneous leishmaniasis							
B55.9	B559	DEFAULT	3	Leishmaniasis, unspecified							
B56	B56	DEFAULT	3	African trypanosomiasis							
B56.0	B560	DEFAULT	3	Gambiense trypanosomiasis							
B56.1	B561	DEFAULT	3	Rhodesiense trypanosomiasis							
B56.9	B569	DEFAULT	3	African trypanosomiasis, unspecified							
B57	B57	DEFAULT	3	Chagas' disease							
B57.0	B570	DAGGER	1	Acute Chagas' disease with heart involvement			I41.2^I98.1				
